Form Type,Company Name,CIK,Date Filed,File Name
10-Q,1 800 FLOWERS COM INC,1084869,5/8/2015,edgar/data/1084869/0001437749-15-009451.txt
10-Q,1347 Capital Corp,1606163,5/8/2015,edgar/data/1606163/0001144204-15-028842.txt
10-Q,"1347 Property Insurance Holdings, Inc.",1591890,5/14/2015,edgar/data/1591890/0001387131-15-001683.txt
10-Q,1847 Holdings LLC,1599407,5/15/2015,edgar/data/1599407/0001477932-15-003312.txt
10-Q,1ST CONSTITUTION BANCORP,1141807,5/13/2015,edgar/data/1141807/0001214659-15-003911.txt
10-Q,1ST SOURCE CORP,34782,4/23/2015,edgar/data/34782/0000034782-15-000015.txt
10-Q,"1st Century Bancshares, Inc.",1420525,5/8/2015,edgar/data/1420525/0001437749-15-009345.txt
10-Q,1st FRANKLIN FINANCIAL CORP,38723,5/14/2015,edgar/data/38723/0001376474-15-000152.txt
10-Q,"2050 MOTORS, INC.",867028,5/13/2015,edgar/data/867028/0001493152-15-001890.txt
10-Q,"21st Century Oncology Holdings, Inc.",1503518,5/15/2015,edgar/data/1503518/0001104659-15-038485.txt
10-Q,"22nd Century Group, Inc.",1347858,5/11/2015,edgar/data/1347858/0001144204-15-029447.txt
10-Q,24HOLDINGS INC,1025315,5/5/2015,edgar/data/1025315/0001144204-15-027393.txt
10-Q,"2U, Inc.",1459417,5/7/2015,edgar/data/1459417/0001104659-15-035575.txt
10-Q,"30DC, INC.",1118974,5/13/2015,edgar/data/1118974/0001065949-15-000116.txt
10-Q,"3D MAKERJET, INC.",1458023,6/15/2015,edgar/data/1458023/0001078782-15-000963.txt
10-Q,3D SYSTEMS CORP,910638,5/6/2015,edgar/data/910638/0000910638-15-000006.txt
10-Q,3D Total Solutions Inc.,1595326,5/20/2015,edgar/data/1595326/0001144204-15-032626.txt
10-Q,3DICON CORP,1375195,5/15/2015,edgar/data/1375195/0001144204-15-031294.txt
10-Q,"3DX Industries, Inc.",1453122,6/22/2015,edgar/data/1453122/0001554795-15-000258.txt
10-Q,3M CO,66740,4/30/2015,edgar/data/66740/0001104659-15-032226.txt
10-Q,"3PEA INTERNATIONAL, INC.",1496443,5/15/2015,edgar/data/1496443/0001019687-15-001983.txt
10-Q,"4Cable TV International, Inc.",1421901,5/19/2015,edgar/data/1421901/0001594062-15-000139.txt
10-Q,4Licensing Corp,58592,5/15/2015,edgar/data/58592/0001140361-15-020343.txt
10-Q,4NET SOFTWARE INC,812149,5/12/2015,edgar/data/812149/0001144204-15-029822.txt
10-Q,"5BARz International, Inc.",1454124,5/20/2015,edgar/data/1454124/0001017386-15-000120.txt
10-Q,5V Inc.,1504876,5/8/2015,edgar/data/1504876/0001213900-15-003393.txt
10-Q,"6D Global Technologies, Inc",1382219,5/15/2015,edgar/data/1382219/0001185185-15-001325.txt
10-Q,"800 Commerce, Inc.",1558465,5/15/2015,edgar/data/1558465/0001554795-15-000206.txt
10-Q,99 CENTS ONLY STORES LLC,1011290,6/12/2015,edgar/data/1011290/0001104659-15-045122.txt
10-Q,A&C United Agriculture Developing Inc.,1539778,5/11/2015,edgar/data/1539778/0001477932-15-003001.txt
10-Q,"A-Mark Precious Metals, Inc.",1591588,5/7/2015,edgar/data/1591588/0001591588-15-000026.txt
10-Q,A. H. Belo Corp,1413898,4/29/2015,edgar/data/1413898/0001413898-15-000014.txt
10-Q,"A10 Networks, Inc.",1580808,5/6/2015,edgar/data/1580808/0001580808-15-000018.txt
10-Q,"AAC Holdings, Inc.",1606180,5/5/2015,edgar/data/1606180/0001564590-15-003247.txt
10-Q,AAON INC,824142,5/7/2015,edgar/data/824142/0000824142-15-000035.txt
10-Q,AARON'S INC,706688,5/7/2015,edgar/data/706688/0000706688-15-000146.txt
